Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
468.7334181286669 , 0.017194159094626127 , 0.0 , 13295000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , NO WAIT , 1628.0
A , L , NO WAIT , 1737.0
A , L , NO WAIT , 983.0
C , L , NO WAIT , 2582.0
A , L , NO WAIT , 1722.0
C , L , NO WAIT , 3302.0
C , S , NO WAIT , 1373.0
A , L , NO WAIT , 840.0
B , L , NO WAIT , 1227.0
A , S , NO WAIT , 2892.0
C , S , NO WAIT , 1936.0
B , L , NO WAIT , 1483.0
A , S , NO WAIT , 1837.0
C , S , NO WAIT , 216.0
A , L , NO WAIT , 1436.0
C , S , NO WAIT , 170.0
A , L , NO WAIT , 282.0
A , L , NO WAIT , 3353.0
A , S , NO WAIT , 2993.0
C , L , NO WAIT , 3484.0
B , S , NO WAIT , 1170.0
A , L , NO WAIT , 3067.0
A , S , NO WAIT , 3145.0
A , L , NO WAIT , 2889.0
C , S , NO WAIT , 2634.0
C , L , NO WAIT , 2816.0
B , L , NO WAIT , 1541.0
A , L , NO WAIT , 498.0
B , L , NO WAIT , 3599.0
C , S , NO WAIT , 3260.0
C , S , NO WAIT , 170.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
529.5176421906178 , 0.002101920428078094 , 0.0 , 14195000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , NO WAIT , 1777.0
C , S , NO WAIT , 1857.0
B , S , NO WAIT , 2477.0
C , L , NO WAIT , 1905.0
C , S , NO WAIT , 1877.0
A , S , NO WAIT , 3163.0
A , S , NO WAIT , 70.0
B , S , NO WAIT , 3444.0
C , S , NO WAIT , 1110.0
B , S , NO WAIT , 2096.0
A , L , NO WAIT , 219.0
C , S , NO WAIT , 159.0
C , S , NO WAIT , 138.0
A , L , NO WAIT , 2457.0
B , L , NO WAIT , 677.0
B , S , NO WAIT , 2625.0
A , L , NO WAIT , 2695.0
A , L , NO WAIT , 706.0
A , L , NO WAIT , 2334.0
C , S , NO WAIT , 2565.0
B , S , NO WAIT , 1270.0
B , S , NO WAIT , 942.0
A , S , NO WAIT , 2173.0
B , S , NO WAIT , 496.0
C , L , NO WAIT , 3140.0
A , L , NO WAIT , 1966.0
A , L , NO WAIT , 2565.0
A , S , NO WAIT , 1898.0
A , L , NO WAIT , 1831.0
B , L , NO WAIT , 3421.0
C , L , NO WAIT , 603.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
513.7286470908635 , 0.05807403243085586 , 0.0 , 13070000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , NO WAIT , 3250.0
B , S , NO WAIT , 2703.0
C , S , NO WAIT , 1102.0
B , S , NO WAIT , 441.0
A , L , NO WAIT , 3110.0
A , S , NO WAIT , 1365.0
C , L , NO WAIT , 1677.0
C , L , NO WAIT , 2374.0
B , L , NO WAIT , 2463.0
A , S , NO WAIT , 3034.0
B , L , NO WAIT , 657.0
A , L , NO WAIT , 850.0
A , L , NO WAIT , 444.0
A , L , NO WAIT , 436.0
C , S , NO WAIT , 2617.0
C , L , NO WAIT , 1732.0
B , L , NO WAIT , 3558.0
B , L , NO WAIT , 1008.0
C , L , NO WAIT , 3221.0
A , S , NO WAIT , 2730.0
A , L , NO WAIT , 2657.0
B , L , NO WAIT , 1774.0
C , L , NO WAIT , 2801.0
A , S , NO WAIT , 2309.0
B , S , NO WAIT , 1720.0
A , L , NO WAIT , 3212.0
C , L , NO WAIT , 1369.0
B , S , NO WAIT , 3358.0
C , L , NO WAIT , 1885.0
C , S , NO WAIT , 274.0
B , S , NO WAIT , 177.0
A , L , NO WAIT , 1998.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
498.3316543948478 , 0.055861172739325546 , 0.0 , 14740000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , NO WAIT , 2554.0
B , S , NO WAIT , 313.0
A , L , NO WAIT , 1239.0
A , L , NO WAIT , 2776.0
C , S , NO WAIT , 1415.0
A , S , NO WAIT , 2730.0
A , S , NO WAIT , 3453.0
C , L , NO WAIT , 2361.0
A , S , NO WAIT , 1745.0
C , S , NO WAIT , 2887.0
C , S , NO WAIT , 10.0
B , S , NO WAIT , 3490.0
A , S , NO WAIT , 344.0
C , L , NO WAIT , 2892.0
C , S , NO WAIT , 1051.0
C , L , NO WAIT , 329.0
A , L , NO WAIT , 175.0
B , S , NO WAIT , 1562.0
B , L , NO WAIT , 3234.0
A , S , NO WAIT , 2956.0
C , L , NO WAIT , 1121.0
A , S , NO WAIT , 2600.0
A , L , NO WAIT , 934.0
C , L , NO WAIT , 2982.0
B , S , NO WAIT , 2796.0
C , L , NO WAIT , 2735.0
B , L , NO WAIT , 1444.0
A , S , NO WAIT , 1389.0
C , S , NO WAIT , 2367.0
A , L , NO WAIT , 2870.0
C , S , NO WAIT , 3255.0
A , L , NO WAIT , 460.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
526.9748120405083 , 0.024866910046159235 , 0.0 , 13615000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , NO WAIT , 2807.0
A , S , NO WAIT , 2984.0
C , S , NO WAIT , 2619.0
C , L , NO WAIT , 2001.0
C , L , NO WAIT , 1553.0
A , S , NO WAIT , 564.0
B , L , NO WAIT , 1657.0
A , L , NO WAIT , 1297.0
C , L , NO WAIT , 3045.0
A , L , NO WAIT , 2790.0
C , S , NO WAIT , 2285.0
A , S , NO WAIT , 111.0
C , S , NO WAIT , 254.0
A , S , NO WAIT , 1953.0
B , S , NO WAIT , 2534.0
A , L , NO WAIT , 1691.0
C , L , NO WAIT , 315.0
C , L , NO WAIT , 1370.0
B , L , NO WAIT , 498.0
B , S , NO WAIT , 1763.0
A , S , NO WAIT , 780.0
A , S , NO WAIT , 3515.0
C , S , NO WAIT , 3531.0
A , L , NO WAIT , 2258.0
C , L , NO WAIT , 291.0
C , S , NO WAIT , 2635.0
A , S , NO WAIT , 3226.0
B , S , NO WAIT , 1090.0
C , S , NO WAIT , 708.0
B , L , NO WAIT , 732.0
C , S , NO WAIT , 255.0
A , L , NO WAIT , 3482.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
505.85473034211384 , 0.0436518727111098 , 0.0 , 13615000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , NO WAIT , 362.0
C , S , NO WAIT , 3204.0
A , S , NO WAIT , 2878.0
C , S , NO WAIT , 1746.0
B , S , NO WAIT , 1419.0
B , S , NO WAIT , 3317.0
C , S , NO WAIT , 3349.0
B , S , NO WAIT , 2088.0
A , L , NO WAIT , 1257.0
A , S , NO WAIT , 2378.0
A , L , NO WAIT , 852.0
A , S , NO WAIT , 263.0
A , S , NO WAIT , 1577.0
A , L , NO WAIT , 114.0
A , L , NO WAIT , 318.0
B , L , NO WAIT , 2118.0
A , S , NO WAIT , 1358.0
C , L , NO WAIT , 536.0
A , S , NO WAIT , 3507.0
B , S , NO WAIT , 295.0
C , L , NO WAIT , 965.0
B , L , NO WAIT , 2514.0
A , L , NO WAIT , 3565.0
B , S , NO WAIT , 1169.0
C , S , NO WAIT , 3365.0
C , L , NO WAIT , 1972.0
C , L , NO WAIT , 3567.0
A , L , NO WAIT , 2982.0
A , L , NO WAIT , 1035.0
B , S , NO WAIT , 3165.0
B , S , NO WAIT , 2837.0
C , L , NO WAIT , 2060.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
543.4564435987445 , 0.03974621717182009 , 0.0 , 13615000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , L , NO WAIT , 2257.0
A , L , NO WAIT , 2340.0
C , L , NO WAIT , 3189.0
A , S , NO WAIT , 738.0
A , L , NO WAIT , 2836.0
C , L , NO WAIT , 496.0
C , L , NO WAIT , 2109.0
A , L , NO WAIT , 2174.0
B , S , NO WAIT , 1831.0
C , L , NO WAIT , 198.0
A , S , NO WAIT , 3353.0
A , L , NO WAIT , 2063.0
C , S , NO WAIT , 2243.0
C , L , NO WAIT , 2000.0
C , S , NO WAIT , 2430.0
A , L , NO WAIT , 233.0
C , L , NO WAIT , 1972.0
A , L , NO WAIT , 629.0
A , S , NO WAIT , 2170.0
B , S , NO WAIT , 387.0
A , S , NO WAIT , 2108.0
B , L , NO WAIT , 3183.0
C , S , NO WAIT , 3345.0
B , S , NO WAIT , 2840.0
B , S , NO WAIT , 3543.0
B , L , NO WAIT , 1093.0
A , S , NO WAIT , 3448.0
C , S , NO WAIT , 128.0
C , L , NO WAIT , 2507.0
C , L , NO WAIT , 1564.0
B , S , NO WAIT , 711.0
B , S , NO WAIT , 520.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
530.8402538651802 , 0.06139130191552957 , 0.0 , 14065000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , NO WAIT , 270.0
A , S , NO WAIT , 2245.0
A , S , NO WAIT , 2980.0
A , S , NO WAIT , 575.0
A , L , NO WAIT , 3388.0
A , L , NO WAIT , 2898.0
B , L , NO WAIT , 326.0
B , S , NO WAIT , 44.0
A , L , NO WAIT , 4.0
A , L , NO WAIT , 2497.0
B , L , NO WAIT , 2328.0
A , L , NO WAIT , 815.0
B , S , NO WAIT , 1132.0
B , S , NO WAIT , 130.0
A , L , NO WAIT , 2650.0
A , S , NO WAIT , 2041.0
B , S , NO WAIT , 1896.0
C , S , NO WAIT , 1169.0
B , L , NO WAIT , 1612.0
C , L , NO WAIT , 1846.0
C , S , NO WAIT , 2560.0
C , L , NO WAIT , 587.0
A , S , NO WAIT , 413.0
B , S , NO WAIT , 1974.0
B , S , NO WAIT , 1124.0
C , L , NO WAIT , 3233.0
B , S , NO WAIT , 1945.0
B , L , NO WAIT , 1208.0
C , L , NO WAIT , 2347.0
C , S , NO WAIT , 1110.0
B , S , NO WAIT , 152.0
C , L , NO WAIT , 1568.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
534.9817096812886 , 0.053359806091921945 , 0.0 , 13840000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , S , NO WAIT , 75.0
C , L , NO WAIT , 1120.0
B , L , NO WAIT , 853.0
B , L , NO WAIT , 1779.0
A , L , NO WAIT , 273.0
B , S , NO WAIT , 2696.0
C , S , NO WAIT , 31.0
A , S , NO WAIT , 1854.0
A , S , NO WAIT , 924.0
C , S , NO WAIT , 569.0
C , L , NO WAIT , 2308.0
C , L , NO WAIT , 2515.0
C , S , NO WAIT , 1484.0
A , L , NO WAIT , 2344.0
A , L , NO WAIT , 2856.0
A , L , NO WAIT , 3511.0
A , L , NO WAIT , 261.0
A , L , NO WAIT , 2123.0
B , S , NO WAIT , 3585.0
A , L , NO WAIT , 2418.0
B , L , NO WAIT , 1652.0
A , L , NO WAIT , 2629.0
A , S , NO WAIT , 2453.0
C , L , NO WAIT , 591.0
B , S , NO WAIT , 3553.0
B , L , NO WAIT , 834.0
A , L , NO WAIT , 2727.0
B , S , NO WAIT , 2149.0
B , L , NO WAIT , 1853.0
A , L , NO WAIT , 1578.0
C , S , NO WAIT , 517.0
C , L , NO WAIT , 2925.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
508.93530909442086 , 0.03365520883156376 , 0.0 , 14740000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , L , NO WAIT , 1775.0
B , S , NO WAIT , 402.0
A , L , NO WAIT , 2316.0
C , L , NO WAIT , 2395.0
C , L , NO WAIT , 3033.0
B , L , NO WAIT , 2589.0
A , L , NO WAIT , 2732.0
B , L , NO WAIT , 3477.0
B , L , NO WAIT , 121.0
A , L , NO WAIT , 2873.0
A , L , NO WAIT , 2245.0
B , L , NO WAIT , 9.0
C , S , NO WAIT , 2974.0
C , S , NO WAIT , 1409.0
B , L , NO WAIT , 334.0
A , S , NO WAIT , 2286.0
A , L , NO WAIT , 369.0
C , L , NO WAIT , 486.0
B , S , NO WAIT , 620.0
A , L , NO WAIT , 3248.0
A , L , NO WAIT , 2167.0
B , L , NO WAIT , 822.0
B , S , NO WAIT , 2244.0
A , L , NO WAIT , 1788.0
B , L , NO WAIT , 281.0
C , L , NO WAIT , 232.0
C , S , NO WAIT , 180.0
C , L , NO WAIT , 2252.0
C , S , NO WAIT , 2950.0
B , S , NO WAIT , 3361.0
C , L , NO WAIT , 1513.0
A , L , NO WAIT , 1824.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
597.1042932766876 , 0.06781004023354467 , 0.0 , 15415000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , S , NO WAIT , 2779.0
B , L , NO WAIT , 220.0
C , L , NO WAIT , 1465.0
B , L , NO WAIT , 1584.0
A , L , NO WAIT , 903.0
B , L , NO WAIT , 1073.0
C , S , NO WAIT , 1273.0
A , S , NO WAIT , 181.0
C , L , NO WAIT , 1614.0
A , L , NO WAIT , 765.0
A , S , NO WAIT , 3310.0
C , S , NO WAIT , 2342.0
A , S , NO WAIT , 1839.0
A , S , NO WAIT , 2041.0
B , L , NO WAIT , 2686.0
A , L , NO WAIT , 2319.0
C , L , NO WAIT , 2454.0
C , L , NO WAIT , 3490.0
A , S , NO WAIT , 180.0
C , L , NO WAIT , 3350.0
C , S , NO WAIT , 3581.0
A , L , NO WAIT , 455.0
C , S , NO WAIT , 2842.0
B , L , NO WAIT , 2732.0
B , L , NO WAIT , 728.0
B , S , NO WAIT , 1756.0
A , S , NO WAIT , 1417.0
A , L , NO WAIT , 997.0
A , L , NO WAIT , 2870.0
B , S , NO WAIT , 2100.0
C , S , NO WAIT , 1971.0
A , L , NO WAIT , 2308.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
432.67324769989057 , 0.058348310740787925 , 0.0 , 14290000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , L , NO WAIT , 2636.0
B , S , NO WAIT , 149.0
A , S , NO WAIT , 2695.0
A , S , NO WAIT , 694.0
A , L , NO WAIT , 2887.0
A , L , NO WAIT , 387.0
A , S , NO WAIT , 3315.0
C , L , NO WAIT , 84.0
C , L , NO WAIT , 404.0
B , S , NO WAIT , 2597.0
A , L , NO WAIT , 534.0
B , L , NO WAIT , 1132.0
B , S , NO WAIT , 2091.0
A , S , NO WAIT , 2679.0
A , L , NO WAIT , 2933.0
A , S , NO WAIT , 3443.0
B , S , NO WAIT , 2361.0
A , S , NO WAIT , 1862.0
B , L , NO WAIT , 1123.0
C , L , NO WAIT , 1547.0
A , L , NO WAIT , 2717.0
A , L , NO WAIT , 2462.0
C , L , NO WAIT , 2007.0
A , S , NO WAIT , 576.0
C , L , NO WAIT , 1701.0
B , S , NO WAIT , 1594.0
C , S , NO WAIT , 2590.0
C , S , NO WAIT , 3557.0
A , S , NO WAIT , 1406.0
A , S , NO WAIT , 1749.0
B , L , NO WAIT , 3562.0
C , S , NO WAIT , 3416.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
519.9468182607982 , 0.041328018893623836 , 0.0 , 13615000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , NO WAIT , 264.0
A , L , NO WAIT , 2004.0
A , L , NO WAIT , 2242.0
C , S , NO WAIT , 3487.0
A , S , NO WAIT , 855.0
A , S , NO WAIT , 213.0
C , S , NO WAIT , 3140.0
B , S , NO WAIT , 1165.0
B , L , NO WAIT , 3575.0
A , S , NO WAIT , 2547.0
A , L , NO WAIT , 1848.0
B , L , NO WAIT , 2688.0
B , S , NO WAIT , 1994.0
A , L , NO WAIT , 2451.0
C , S , NO WAIT , 3430.0
B , S , NO WAIT , 1730.0
A , L , NO WAIT , 3206.0
A , S , NO WAIT , 1823.0
C , S , NO WAIT , 3429.0
A , S , NO WAIT , 1203.0
C , S , NO WAIT , 495.0
C , S , NO WAIT , 2210.0
B , S , NO WAIT , 3094.0
A , S , NO WAIT , 690.0
C , S , NO WAIT , 961.0
C , L , NO WAIT , 3596.0
A , S , NO WAIT , 1882.0
C , S , NO WAIT , 266.0
C , S , NO WAIT , 2709.0
B , L , NO WAIT , 3491.0
C , L , NO WAIT , 1687.0
A , S , NO WAIT , 1093.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
567.1865039887992 , 0.04186299708755092 , 0.0 , 12715000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , L , NO WAIT , 30.0
A , L , NO WAIT , 3364.0
A , L , NO WAIT , 1956.0
B , S , NO WAIT , 1119.0
C , L , NO WAIT , 3408.0
C , L , NO WAIT , 106.0
A , L , NO WAIT , 1636.0
A , L , NO WAIT , 76.0
A , S , NO WAIT , 333.0
B , L , NO WAIT , 3291.0
A , S , NO WAIT , 150.0
B , S , NO WAIT , 2139.0
A , L , NO WAIT , 2871.0
C , L , NO WAIT , 1794.0
C , L , NO WAIT , 45.0
B , S , NO WAIT , 684.0
C , S , NO WAIT , 2120.0
A , L , NO WAIT , 600.0
A , L , NO WAIT , 882.0
C , L , NO WAIT , 1444.0
A , L , NO WAIT , 897.0
C , L , NO WAIT , 1014.0
C , L , NO WAIT , 1982.0
B , L , NO WAIT , 368.0
B , S , NO WAIT , 1220.0
B , S , NO WAIT , 1715.0
C , L , NO WAIT , 758.0
A , S , NO WAIT , 2078.0
C , L , NO WAIT , 668.0
A , L , NO WAIT , 2763.0
B , L , NO WAIT , 2781.0
B , L , NO WAIT , 205.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
491.0489465480993 , 0.03229292087512873 , 0.0 , 15415000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , S , NO WAIT , 1924.0
B , L , NO WAIT , 1417.0
B , S , NO WAIT , 1484.0
C , L , NO WAIT , 2018.0
C , L , NO WAIT , 1657.0
B , S , NO WAIT , 1700.0
B , L , NO WAIT , 188.0
B , S , NO WAIT , 2174.0
B , L , NO WAIT , 1791.0
B , S , NO WAIT , 1894.0
A , S , NO WAIT , 3406.0
A , S , NO WAIT , 2535.0
A , L , NO WAIT , 2972.0
A , L , NO WAIT , 1647.0
C , L , NO WAIT , 455.0
A , L , NO WAIT , 3449.0
C , S , NO WAIT , 2422.0
C , L , NO WAIT , 2803.0
A , S , NO WAIT , 3321.0
C , S , NO WAIT , 1013.0
A , L , NO WAIT , 168.0
C , S , NO WAIT , 2016.0
A , S , NO WAIT , 902.0
C , L , NO WAIT , 876.0
B , S , NO WAIT , 2484.0
A , S , NO WAIT , 3271.0
A , L , NO WAIT , 1604.0
C , L , NO WAIT , 3322.0
A , S , NO WAIT , 705.0
B , L , NO WAIT , 467.0
C , L , NO WAIT , 2407.0
A , L , NO WAIT , 3303.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
520.3740892729572 , 0.04520289016570804 , 0.0 , 14065000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , NO WAIT , 1451.0
B , L , NO WAIT , 193.0
C , S , NO WAIT , 3334.0
A , L , NO WAIT , 1709.0
C , S , NO WAIT , 3599.0
A , S , NO WAIT , 67.0
C , L , NO WAIT , 696.0
A , S , NO WAIT , 472.0
A , S , NO WAIT , 3479.0
A , L , NO WAIT , 917.0
B , S , NO WAIT , 2890.0
A , L , NO WAIT , 2710.0
A , S , NO WAIT , 240.0
B , L , NO WAIT , 1252.0
C , L , NO WAIT , 2561.0
C , S , NO WAIT , 1153.0
C , S , NO WAIT , 3320.0
A , S , NO WAIT , 1795.0
A , L , NO WAIT , 2281.0
B , S , NO WAIT , 775.0
A , S , NO WAIT , 913.0
A , S , NO WAIT , 3183.0
B , S , NO WAIT , 676.0
B , L , NO WAIT , 97.0
C , S , NO WAIT , 3413.0
B , S , NO WAIT , 136.0
C , L , NO WAIT , 2701.0
A , S , NO WAIT , 1644.0
A , S , NO WAIT , 2661.0
B , S , NO WAIT , 3397.0
A , S , NO WAIT , 3306.0
C , S , NO WAIT , 3538.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
519.5230860756144 , 0.035149423379331385 , 0.0 , 12715000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , S , NO WAIT , 2332.0
A , S , NO WAIT , 2592.0
A , S , NO WAIT , 2032.0
C , S , NO WAIT , 2798.0
A , L , NO WAIT , 409.0
C , L , NO WAIT , 1206.0
B , L , NO WAIT , 3510.0
C , S , NO WAIT , 3407.0
A , L , NO WAIT , 636.0
A , L , NO WAIT , 3428.0
A , L , NO WAIT , 3048.0
B , S , NO WAIT , 1437.0
C , S , NO WAIT , 1677.0
B , S , NO WAIT , 106.0
A , S , NO WAIT , 2871.0
C , L , NO WAIT , 460.0
C , S , NO WAIT , 1811.0
C , L , NO WAIT , 2154.0
C , S , NO WAIT , 716.0
A , L , NO WAIT , 424.0
B , L , NO WAIT , 2125.0
A , S , NO WAIT , 2672.0
A , S , NO WAIT , 3064.0
B , L , NO WAIT , 1313.0
A , S , NO WAIT , 2974.0
A , L , NO WAIT , 1196.0
A , L , NO WAIT , 1599.0
B , L , NO WAIT , 1153.0
A , L , NO WAIT , 2793.0
A , S , NO WAIT , 982.0
A , L , NO WAIT , 3096.0
B , L , NO WAIT , 980.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
412.33143810319586 , 0.0650721600748326 , 0.0 , 14065000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , S , NO WAIT , 2810.0
C , L , NO WAIT , 859.0
B , S , NO WAIT , 435.0
C , S , NO WAIT , 1847.0
A , L , NO WAIT , 3484.0
A , S , NO WAIT , 1693.0
C , S , NO WAIT , 1064.0
A , L , NO WAIT , 3479.0
A , L , NO WAIT , 319.0
B , S , NO WAIT , 123.0
C , S , NO WAIT , 2296.0
C , S , NO WAIT , 460.0
C , S , NO WAIT , 1445.0
A , L , NO WAIT , 1067.0
C , S , NO WAIT , 1943.0
B , S , NO WAIT , 2616.0
A , L , NO WAIT , 611.0
C , L , NO WAIT , 1388.0
B , L , NO WAIT , 2064.0
C , L , NO WAIT , 3103.0
B , L , NO WAIT , 252.0
B , L , NO WAIT , 1846.0
A , S , NO WAIT , 3397.0
C , L , NO WAIT , 3382.0
A , L , NO WAIT , 2654.0
B , S , NO WAIT , 854.0
A , S , NO WAIT , 1738.0
A , L , NO WAIT , 2110.0
A , S , NO WAIT , 3306.0
A , L , NO WAIT , 2550.0
A , S , NO WAIT , 874.0
B , S , NO WAIT , 1642.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
405.77116647182027 , 0.029184611203099158 , 0.0 , 13615000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , S , NO WAIT , 2357.0
C , S , NO WAIT , 2605.0
C , L , NO WAIT , 100.0
A , S , NO WAIT , 1134.0
A , S , NO WAIT , 1185.0
C , L , NO WAIT , 2980.0
A , S , NO WAIT , 295.0
C , S , NO WAIT , 1226.0
B , L , NO WAIT , 1276.0
C , L , NO WAIT , 1484.0
A , L , NO WAIT , 3287.0
A , L , NO WAIT , 2253.0
A , L , NO WAIT , 1795.0
B , L , NO WAIT , 2634.0
C , S , NO WAIT , 2737.0
A , S , NO WAIT , 2149.0
C , S , NO WAIT , 3478.0
B , L , NO WAIT , 1118.0
C , L , NO WAIT , 1956.0
B , S , NO WAIT , 1926.0
C , S , NO WAIT , 1352.0
A , S , NO WAIT , 683.0
B , S , NO WAIT , 224.0
C , L , NO WAIT , 2400.0
C , L , NO WAIT , 1455.0
C , S , NO WAIT , 346.0
A , S , NO WAIT , 477.0
A , L , NO WAIT , 2425.0
A , L , NO WAIT , 2318.0
A , S , NO WAIT , 3140.0
A , S , NO WAIT , 3588.0
A , L , NO WAIT , 3167.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
459.52834983597575 , 0.002166075485805983 , 0.0 , 13615000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , L , NO WAIT , 883.0
C , S , NO WAIT , 2885.0
C , S , NO WAIT , 1810.0
B , L , NO WAIT , 2659.0
A , S , NO WAIT , 1926.0
A , L , NO WAIT , 1023.0
C , S , NO WAIT , 246.0
B , L , NO WAIT , 788.0
B , L , NO WAIT , 2474.0
B , S , NO WAIT , 2329.0
A , S , NO WAIT , 2365.0
A , L , NO WAIT , 449.0
C , S , NO WAIT , 2330.0
C , L , NO WAIT , 1819.0
B , L , NO WAIT , 2543.0
C , L , NO WAIT , 29.0
A , S , NO WAIT , 2509.0
C , S , NO WAIT , 3334.0
B , L , NO WAIT , 3046.0
A , L , NO WAIT , 2384.0
A , S , NO WAIT , 609.0
B , L , NO WAIT , 1075.0
C , S , NO WAIT , 2681.0
C , L , NO WAIT , 588.0
A , S , NO WAIT , 3036.0
B , S , NO WAIT , 1445.0
A , S , NO WAIT , 454.0
B , S , NO WAIT , 2038.0
C , L , NO WAIT , 3552.0
A , L , NO WAIT , 2658.0
A , L , NO WAIT , 2920.0
A , S , NO WAIT , 321.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
580.6979939887551 , 0.052369064277617096 , 0.0 , 13840000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , NO WAIT , 3361.0
A , L , NO WAIT , 1347.0
A , L , NO WAIT , 2514.0
A , S , NO WAIT , 3454.0
A , S , NO WAIT , 2559.0
C , S , NO WAIT , 1201.0
B , L , NO WAIT , 397.0
A , L , NO WAIT , 2551.0
A , L , NO WAIT , 2177.0
C , L , NO WAIT , 1846.0
C , L , NO WAIT , 139.0
A , L , NO WAIT , 709.0
C , S , NO WAIT , 3399.0
C , S , NO WAIT , 640.0
C , S , NO WAIT , 1498.0
A , S , NO WAIT , 3522.0
A , L , NO WAIT , 1493.0
C , S , NO WAIT , 1886.0
B , S , NO WAIT , 2375.0
A , L , NO WAIT , 3247.0
B , S , NO WAIT , 2120.0
C , S , NO WAIT , 2662.0
B , L , NO WAIT , 1431.0
B , L , NO WAIT , 423.0
B , S , NO WAIT , 1897.0
B , L , NO WAIT , 3390.0
B , L , NO WAIT , 3301.0
B , L , NO WAIT , 2609.0
A , L , NO WAIT , 1708.0
A , L , NO WAIT , 3072.0
A , L , NO WAIT , 2070.0
C , S , NO WAIT , 1348.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
570.5052555206285 , 0.06281849338229496 , 0.0 , 14515000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , NO WAIT , 3100.0
B , S , NO WAIT , 1438.0
B , L , NO WAIT , 3274.0
C , L , NO WAIT , 3505.0
B , L , NO WAIT , 2508.0
B , S , NO WAIT , 830.0
A , L , NO WAIT , 302.0
A , L , NO WAIT , 2305.0
A , L , NO WAIT , 2429.0
A , L , NO WAIT , 2726.0
A , S , NO WAIT , 3066.0
B , L , NO WAIT , 151.0
C , L , NO WAIT , 1921.0
B , L , NO WAIT , 1186.0
C , L , NO WAIT , 3452.0
B , L , NO WAIT , 2612.0
C , L , NO WAIT , 2223.0
B , L , NO WAIT , 3396.0
C , S , NO WAIT , 1049.0
B , L , NO WAIT , 2363.0
A , L , NO WAIT , 489.0
A , L , NO WAIT , 1022.0
C , S , NO WAIT , 732.0
A , S , NO WAIT , 3464.0
A , L , NO WAIT , 2859.0
